TransactionID,CustomerID,ProductID,Quantity,TransactionDate,PaymentMethod,Revenue,Price,Cost,Profit
T00184,C0733,P0041,3,12-11-2023,Wallet,13584.87,4528.29,3280.33,3743.88
T00185,C0419,P0037,2,31-12-2024,NetBanking,10550.1,5275.05,4013.91,2522.28
T00186,C0462,P0029,3,02-11-2024,UPI,2651.88,883.96,723.51,481.35
T00187,C0259,P0058,4,11-12-2024,Debit Card,32645.76,8161.44,6032.91,8514.12
T00188,C0705,P0092,2,18-07-2023,Credit Card,1077.68,538.84,454.05,169.58
T00189,C0690,P0034,4,14-01-2023,Wallet,2118.48,529.62,471.24,233.52
T00190,C0808,P0059,2,01-02-2023,Credit Card,12623.16,6311.58,4475.2,3672.76
T00191,C0255,P0082,3,01-01-2023,UPI,29193.54,9731.18,8024.91,5118.81
T00192,C0208,P0012,4,31-03-2024,Wallet,13025.72,3256.43,2911.19,1380.96
T00193,C0225,P0090,5,24-12-2024,Credit Card,30909.4,6181.88,4911.15,6353.65
T00194,C0633,P0018,2,27-12-2024,UPI,2592.2,1296.1,1043.3,505.6
T00195,C0431,P0039,2,16-04-2024,Credit Card,10343.16,5171.58,4327.82,1687.52
T00196,C0496,P0023,5,29-12-2023,NetBanking,24726.65,4945.33,3750.68,5973.25
T00197,C0050,P0055,4,22-01-2024,Debit Card,32759.32,8189.83,6712.22,5910.44
T00198,C0628,P0015,1,02-03-2024,Wallet,3322.4,3322.4,2446.5,875.9
T00199,C0719,P0006,2,31-07-2023,UPI,13752.76,6876.38,5028,3696.76
T00200,C0924,P0060,2,12-07-2023,UPI,6504.06,3252.03,2488.02,1528.02
T00201,C0817,P0051,5,05-11-2024,Debit Card,49182.95,9836.59,8793.09,5217.5
T00202,C0503,P0021,1,09-11-2023,Debit Card,4465.84,4465.84,3672.58,793.26
T00203,C0557,P0040,5,13-04-2024,Wallet,29038.05,5807.61,4576.57,6155.2
T00204,C0234,P0090,5,30-06-2024,Wallet,30909.4,6181.88,4911.15,6353.65
T00205,C0343,P0039,4,03-05-2023,Credit Card,20686.32,5171.58,4327.82,3375.04
T00206,C0781,P0041,2,08-09-2023,Credit Card,9056.58,4528.29,3280.33,2495.92
T00207,C0020,P0031,3,03-01-2024,Wallet,4581.36,1527.12,1254.54,817.74
T00208,C0725,P0098,3,13-06-2023,UPI,17219.58,5739.86,4508.71,3693.45
T00209,C0251,P0036,3,08-06-2024,Wallet,19071.42,6357.14,5477.82,2637.96
T00210,C0075,P0029,1,12-03-2024,Wallet,883.96,883.96,723.51,160.45
T00211,C0282,P0003,3,23-10-2023,Wallet,28231.65,9410.55,7965.08,4336.41
T00212,C0476,P0030,1,17-10-2024,Debit Card,1615.4,1615.4,1145.79,469.61
T00213,C0416,P0029,1,18-11-2024,UPI,883.96,883.96,723.51,160.45
T00214,C0388,P0039,4,20-05-2023,NetBanking,20686.32,5171.58,4327.82,3375.04
T00215,C0561,P0053,4,13-11-2023,NetBanking,18302.92,4575.73,4062.79,2051.76
T00216,C0920,P0025,1,06-03-2024,Credit Card,995.5,995.5,787.65,207.85
T00217,C0272,P0002,2,01-07-2023,Debit Card,13716.68,6858.34,6104.9,1506.88
T00218,C0160,P0052,2,03-05-2023,Credit Card,2001.84,1000.92,855.81,290.22
T00219,C0553,P0058,4,30-03-2023,Credit Card,32645.76,8161.44,6032.91,8514.12
T00220,C0880,P0048,2,11-07-2024,UPI,5055.1,2527.55,2032.18,990.74
T00221,C0976,P0097,1,23-05-2023,NetBanking,1862.27,1862.27,1498.28,363.99
T00222,C0761,P0089,5,01-04-2023,Wallet,19941.35,3988.27,3499.48,2443.95
T00223,C0868,P0055,4,06-05-2024,NetBanking,32759.32,8189.83,6712.22,5910.44
T00224,C0488,P0017,4,16-02-2024,Wallet,6857.52,1714.38,1304.38,1640
T00225,C0444,P0014,4,17-09-2023,Debit Card,27011.96,6752.99,5013.88,6956.44
T00226,C0242,P0006,2,22-05-2024,Wallet,13752.76,6876.38,5028,3696.76
T00227,C0278,P0085,2,09-11-2023,Debit Card,4677.48,2338.74,1782.58,1112.32
T00228,C0575,P0075,3,24-10-2024,Debit Card,22944.81,7648.27,6435.04,3639.69
T00229,C0337,P0070,2,07-06-2023,Credit Card,3326.36,1663.18,1492.5,341.36
T00230,C0944,P0055,3,12-06-2023,UPI,24569.49,8189.83,6712.22,4432.83
T00231,C0801,P0098,1,14-10-2023,Debit Card,5739.86,5739.86,4508.71,1231.15
T00232,C0510,P0074,2,06-05-2024,Credit Card,5101.2,2550.6,2201.4,698.4
T00233,C0558,P0014,4,02-10-2024,Debit Card,27011.96,6752.99,5013.88,6956.44
T00234,C0125,P0067,1,12-12-2023,Credit Card,9598.78,9598.78,6989.69,2609.09
T00235,C0987,P0016,5,09-12-2023,NetBanking,28813.9,5762.78,4245.33,7587.25
T00236,C0857,P0035,3,04-01-2023,NetBanking,22021.56,7340.52,6556.01,2353.53
T00237,C0461,P0058,1,25-06-2024,Credit Card,8161.44,8161.44,6032.91,2128.53
T00238,C0240,P0092,1,29-07-2023,NetBanking,538.84,538.84,454.05,84.79
T00239,C0309,P0092,3,05-03-2023,UPI,1616.52,538.84,454.05,254.37
T00240,C0295,P0026,4,05-07-2023,UPI,38163.2,9540.8,8176.8,5456
T00241,C0213,P0079,5,18-12-2024,Credit Card,37153.05,7430.61,5734.15,8482.3
T00242,C0150,P0064,3,06-11-2024,UPI,6833.04,2277.68,1756.89,1562.37
T00243,C0293,P0021,3,13-11-2023,Credit Card,13397.52,4465.84,3672.58,2379.78
T00244,C0057,P0012,5,27-06-2024,NetBanking,16282.15,3256.43,2911.19,1726.2
T00245,C0237,P0074,1,10-11-2024,UPI,2550.6,2550.6,2201.4,349.2
T00246,C0741,P0034,3,23-06-2024,Debit Card,1588.86,529.62,471.24,175.14
T00247,C0208,P0092,2,18-11-2024,UPI,1077.68,538.84,454.05,169.58
T00248,C0022,P0013,3,07-07-2023,NetBanking,19615.68,6538.56,5665.59,2618.91
T00249,C0965,P0024,5,07-08-2023,Credit Card,23263.65,4652.73,3597.83,5274.5
T00250,C0461,P0006,4,26-10-2023,NetBanking,27505.52,6876.38,5028,7393.52
T00251,C0116,P0100,5,23-08-2023,Debit Card,23241,4648.2,3354.04,6470.8
T00252,C0998,P0027,1,16-12-2024,NetBanking,7745.94,7745.94,5731.49,2014.45
T00253,C0575,P0001,5,25-03-2024,UPI,4073.3,814.66,631.29,916.85
T00254,C0357,P0033,2,09-10-2023,UPI,14206.38,7103.19,5064.65,4077.08
T00255,C0923,P0041,2,15-05-2023,UPI,9056.58,4528.29,3280.33,2495.92
T00256,C0187,P0091,5,26-05-2023,NetBanking,16538,3307.6,2394.43,4565.85
T00257,C0427,P0055,2,07-09-2024,Debit Card,16379.66,8189.83,6712.22,2955.22
T00258,C0326,P0067,3,14-09-2023,Wallet,28796.34,9598.78,6989.69,7827.27
T00259,C0784,P0001,4,12-02-2024,NetBanking,3258.64,814.66,631.29,733.48
T00260,C0767,P0069,3,22-09-2024,Credit Card,24670.77,8223.59,5879.13,7033.38
T00261,C0464,P0023,3,17-01-2023,Wallet,14835.99,4945.33,3750.68,3583.95
T00262,C0621,P0001,2,15-11-2023,Credit Card,1629.32,814.66,631.29,366.74
T00263,C0510,P0098,1,16-02-2023,NetBanking,5739.86,5739.86,4508.71,1231.15
T00264,C0892,P0040,4,18-02-2024,NetBanking,23230.44,5807.61,4576.57,4924.16
T00265,C0588,P0048,3,14-07-2024,Credit Card,7582.65,2527.55,2032.18,1486.11
T00266,C0024,P0081,5,25-05-2024,Credit Card,36658.1,7331.62,6397.72,4669.5
T00267,C0769,P0031,5,13-08-2024,NetBanking,7635.6,1527.12,1254.54,1362.9
T00268,C0134,P0064,3,26-05-2023,UPI,6833.04,2277.68,1756.89,1562.37
T00269,C0046,P0014,4,14-07-2023,Wallet,27011.96,6752.99,5013.88,6956.44
T00270,C0311,P0067,5,06-12-2023,NetBanking,47993.9,9598.78,6989.69,13045.45
T00271,C0937,P0052,5,22-06-2023,UPI,5004.6,1000.92,855.81,725.55
T00272,C0533,P0016,2,16-05-2024,UPI,11525.56,5762.78,4245.33,3034.9
T00273,C0164,P0055,5,04-09-2023,Wallet,40949.15,8189.83,6712.22,7388.05
T00274,C0880,P0060,4,29-01-2024,Credit Card,13008.12,3252.03,2488.02,3056.04
T00275,C0088,P0072,3,10-11-2023,Debit Card,24866.58,8288.86,6131.63,6471.69
T00276,C0833,P0062,2,23-04-2023,NetBanking,9301.06,4650.53,3507.75,2285.56
T00277,C0069,P0048,1,26-09-2024,NetBanking,2527.55,2527.55,2032.18,495.37
T00278,C0136,P0040,2,21-01-2024,NetBanking,11615.22,5807.61,4576.57,2462.08
T00279,C0707,P0062,4,27-06-2024,Credit Card,18602.12,4650.53,3507.75,4571.12
T00280,C0028,P0007,1,06-03-2024,Credit Card,6619.77,6619.77,4710.74,1909.03
T00281,C0685,P0019,3,19-01-2023,Credit Card,2319.57,773.19,608.03,495.48
T00282,C0821,P0013,2,15-10-2024,Credit Card,13077.12,6538.56,5665.59,1745.94
T00283,C0151,P0048,5,13-09-2024,Credit Card,12637.75,2527.55,2032.18,2476.85
T00284,C0623,P0090,4,05-01-2024,Debit Card,24727.52,6181.88,4911.15,5082.92
T00285,C0472,P0029,5,11-08-2024,Debit Card,4419.8,883.96,723.51,802.25
T00286,C0337,P0082,4,02-04-2023,Debit Card,38924.72,9731.18,8024.91,6825.08
T00287,C0227,P0086,5,27-11-2024,UPI,34451.8,6890.36,5271.38,8094.9
T00288,C0336,P0079,4,16-07-2023,UPI,29722.44,7430.61,5734.15,6785.84
T00289,C0339,P0066,2,04-05-2024,UPI,17235.06,8617.53,6967.61,3299.84
T00290,C0755,P0095,5,06-10-2024,UPI,29502.45,5900.49,5040.16,4301.65
T00291,C0872,P0085,5,19-05-2024,Wallet,11693.7,2338.74,1782.58,2780.8
T00292,C0838,P0014,4,23-04-2023,Wallet,27011.96,6752.99,5013.88,6956.44
T00293,C0091,P0012,2,19-10-2023,UPI,6512.86,3256.43,2911.19,690.48
T00294,C0763,P0039,1,07-04-2023,Wallet,5171.58,5171.58,4327.82,843.76
T00295,C0263,P0033,2,13-03-2023,UPI,14206.38,7103.19,5064.65,4077.08
T00296,C0508,P0046,5,13-05-2024,NetBanking,16157.3,3231.46,2690.2,2706.3
T00297,C0488,P0065,5,08-02-2023,UPI,48226.35,9645.27,7293.63,11758.2
T00298,C0392,P0024,2,25-10-2024,NetBanking,9305.46,4652.73,3597.83,2109.8
T00299,C0086,P0087,5,30-04-2023,Wallet,48731.25,9746.25,8244.56,7508.45
T00300,C0410,P0087,4,12-06-2024,Wallet,38985,9746.25,8244.56,6006.76
T00301,C0438,P0007,4,15-03-2023,UPI,26479.08,6619.77,4710.74,7636.12
T00302,C0921,P0033,3,13-04-2023,Credit Card,21309.57,7103.19,5064.65,6115.62
T00303,C0959,P0061,1,28-03-2024,NetBanking,4460.16,4460.16,3468.82,991.34
T00304,C0755,P0084,3,29-03-2024,Credit Card,12660.42,4220.14,3007.74,3637.2
